category,clause,include,reason,occurrences
immigrant,support for immigrant communities,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,support for immigrant students and families,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,to celebrate immigrant contributions and heritage in the Santa Maria Valley,0,Celebrates immigrant contributions/heritage without an explicit rights/protection or anti-enforcement claim.,1
immigrant,"to demand humane treatment, transparency and accountability for immigrant detainees",1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
ukraine,For honoring Ukraine’s sovereignty and uplifting its voice locally,1,Explicit support for Ukrainian sovereignty and voice.,1
ukraine,In solidarity with Ukraine,1,Explicit solidarity with Ukraine.,4
ukraine,against President Biden's decision to allow Ukraine to use U.S.-supplied ATACM missiles to attack Russia,0,Opposes authorization for Ukraine to use US-supplied missiles; not explicit support for Ukraine.,1
ukraine,against President Donald Trump's conduct regarding Ukraine,0,Unspecified criticism of Trump conduct; supportive direction toward Ukraine is not explicit.,1
ukraine,against President Trump cutting aid to Ukraine,1,Opposes cutting aid to Ukraine; explicitly favors continued aid.,1
ukraine,against President Trump's decision to halt aid to Ukraine,1,Opposes halting aid to Ukraine; explicitly favors continued aid.,6
ukraine,against President Trump's foreign policy toward Ukraine,0,Unspecified criticism of Trump foreign policy; supportive direction toward Ukraine is not explicit.,1
ukraine,against President Trump's negotiations with Russia regarding the Ukraine War,0,Opposes unspecified negotiations; does not explicitly support Ukraine or oppose Russian invasion.,2
ukraine,against President Trump's treatment of Ukraine during the ongoing war,0,Unspecified criticism of treatment of Ukraine; explicit support or aid demand absent.,1
ukraine,against Rep. Anna Paulina Luna supporting President Trump cutting aid to Ukraine,1,Opposes support for cutting aid to Ukraine; explicitly favors continued aid.,1
ukraine,against Russia's invasion and war in Ukraine,1,Explicit opposition to Russian invasion and war against Ukraine.,51
ukraine,against Russia's invasion of Ukraine,1,Explicit opposition to Russian invasion of Ukraine.,15
ukraine,against Russia's ongoing violence in Ukraine,1,Explicit opposition to Russian violence against Ukraine.,1
ukraine,against Russian war on Ukraine,1,Explicit opposition to Russian war against Ukraine.,14
ukraine,against Trump adminstration's position towards Ukraine,0,Unspecified criticism of administration position; supportive direction toward Ukraine is not explicit.,1
ukraine,against Trump claiming Ukraine was responsible for the war,0,Rejects attribution of war responsibility but does not explicitly endorse Ukraine or oppose Russian invasion.,2
ukraine,against Trump's cutting off of aid to Ukraine,1,Opposes cutting off aid to Ukraine; explicitly favors continued aid.,1
ukraine,against US having ceasefire talks with Russia without Ukraine,0,"Opposes exclusion from ceasefire talks; no explicit support, aid, sovereignty, or anti-invasion demand.",2
ukraine,against Vladimir Putin's war on Ukraine,1,Explicit opposition to Putin war against Ukraine.,1
ukraine,against president Trump's Ukraine policies,0,Unspecified criticism of Trump policies; supportive direction toward Ukraine is not explicit.,1
ukraine,against the Russian invasion and war in Ukraine,1,Explicit opposition to Russian invasion and war against Ukraine.,1
ukraine,against the Trump administration cutting funding to Ukraine,1,Opposes cutting funding to Ukraine; explicitly favors continued aid.,1
ukraine,against the Ukraine-Russia war,0,Generic opposition to bilateral war; no explicit supportive direction toward Ukraine.,1
ukraine,against the war in Ukraine,0,Generic opposition to war in Ukraine; no explicit supportive direction.,2
ukraine,against the war on Ukraine,1,"Opposes war on Ukraine, explicitly identifying Ukraine as the target rather than merely the location.",1
ukraine,against war crimes perpetrated by Russia in Ukraine,1,Explicit opposition to Russian war crimes in Ukraine.,1
ukraine,agaisnt the war in Ukraine,0,Generic opposition to war in Ukraine; misspelling preserved; no explicit supportive direction.,1
ukraine,for Calling on the United States not to abandon Ukraine in its struggle against Russia’s invasion and ongoing aggression,1,Explicit call for US to support Ukraine against Russian invasion and aggression.,1
ukraine,for Celebrating Ukraine’s Independence Day,0,"Celebration alone does not explicitly demand solidarity, aid, sovereignty or opposition to invasion; same rule as commemorative-only claims.",1
ukraine,for US standing with Ukraine,1,Explicit call for US solidarity with Ukraine.,30
ukraine,for Ukraine,1,Explicit affirmative support for Ukraine.,18
ukraine,for Ukrainian liberation,1,Explicit support for Ukrainian liberation.,1
ukraine,for Us support for Ukraine,1,Explicit support for US support to Ukraine.,1
ukraine,for a ceasefire in Ukraine,0,Ceasefire-only demand; no explicit supportive direction toward Ukraine.,5
ukraine,for a fair peace for Ukraine,0,"Fair peace is not defined; no explicit support, aid, sovereignty, or anti-invasion demand.",3
ukraine,for an end to Russia's war on Ukraine,1,Explicit opposition to Russian war against Ukraine.,1
ukraine,for ceasefire in Ukraine,0,Ceasefire-only demand; no explicit supportive direction toward Ukraine.,53
ukraine,for economic and military support from the US for Ukraine,1,Explicit support for US economic and military aid to Ukraine.,2
ukraine,for freedom for Ukraine,1,Explicit support for freedom for Ukraine.,2
ukraine,for freedom in Ukraine,0,Freedom in Ukraine could refer to domestic rights; support for Ukraine or its sovereignty is not explicit.,1
ukraine,for freeing Ukrainian prisoners of war,1,Explicit support for liberation of Ukrainian prisoners of war; humanitarian solidarity.,1
ukraine,for increasing American support for Ukrainian defense,1,Explicit support for increased aid to Ukrainian defense.,1
ukraine,"for international aid and solidarity with Ukraine, for the Ukrainian people's right to defend their country, against Trump’s characterization of Ukraine as responsible for the war, against the lack of support for Ukrainian refugees in the U.S., against the potential end of American aid to Ukraine, against misinformation about Ukraine’s role in the war, for peace and justice in Ukraine, for continued and increased U.S. support for Ukraine, for raising awareness about the war’s impact on Ukrainians, for ensuring safety for Ukrainian refugees in the U.S.",1,"Explicit international solidarity, aid, self-defense and continued US support; comma-separated material remains one semicolon-delimited clause.",1
ukraine,for peace and freedom for Ukraine,1,Explicit support for freedom for Ukraine in addition to peace.,1
ukraine,for peace in Ukraine,0,Generic peace-only demand; no explicit supportive direction toward Ukraine.,4
ukraine,for providing support to Ukraine,1,Explicit support for providing support to Ukraine.,7
ukraine,for solidarity with Ukraine,1,Explicit solidarity with Ukraine.,1
ukraine,for support for Ukraine,1,Explicit support for Ukraine.,1
ukraine,for supporting Ukraine,1,Explicit support for Ukraine.,1
ukraine,for supporting Ukraine against the Russian invasion,1,Explicit support for Ukraine against Russian invasion.,1
ukraine,for supporting Ukraine's independence,1,Explicit support for Ukrainian independence and sovereignty.,1
ukraine,for supporting the Ukrainian President Volodymyr Zelenskyy after his heated exchange in the Oval Office,1,Explicit political solidarity with Ukrainian president following Oval Office exchange.,1
ukraine,for the US aiding Ukraine,1,Explicit support for US aid to Ukraine.,1
ukraine,for the US supporting Ukraine,1,Explicit support for US support to Ukraine.,284
